"Sol: Wavelength (nm)","Sol: Intensity (rel)","Blå himmel: Wavelength (nm)","Blå himmel: Intensity (rel)","Grøn plante: Wavelength (nm)","Grøn plante: Intensity (rel)","Grøn plante 2: Wavelength (nm)","Grøn plante 2: Intensity (rel)","Klippe: Wavelength (nm)","Klippe: Intensity (rel)"
655,0.296453176453,655,0.0407844007844,655,0.0443382543383,655,0.0724934324934,655,0.162932622933
656,0.271504051504,656,0.0376301476301,656,0.0406793206793,656,0.06670995671,656,0.150344100344
657,0.279945239945,657,0.0389203389203,657,0.0414811114811,657,0.0703200503201,657,0.158374218374
658,0.297161357161,658,0.0412483812484,658,0.0443545343545,658,0.0741295741296,658,0.168215488215
659,0.300913900914,659,0.0412646612647,659,0.0439963739964,659,0.0751959151959,659,0.169501609502
660,0.30408036408,660,0.0416472416472,660,0.0441347541348,660,0.0748947348947,660,0.170600510601
661,0.305228105228,661,0.0412402412402,661,0.0435323935324,661,0.0757412957413,661,0.171007511008
662,0.304137344137,662,0.0410448810449,662,0.0426858326858,662,0.0743412143412,662,0.170323750324
663,0.299709179709,663,0.0400925000925,663,0.041766011766,663,0.0738528138528,663,0.166864246864
664,0.297967217967,664,0.0395633995634,664,0.0406833906834,664,0.0727946127946,664,0.165976985977
665,0.301626151626,665,0.0394616494616,665,0.0408380508381,665,0.0729248529249,665,0.166143856144
666,0.301092981093,666,0.0386191586192,666,0.0403740703741,666,0.0725015725016,666,0.166131646132
667,0.299261479261,667,0.0379842379842,667,0.0392426092426,667,0.0712561512562,667,0.16381988382
668,0.300979020979,668,0.0378865578866,668,0.0390228290228,668,0.071304991305,668,0.163437303437
669,0.297128797129,669,0.0373248973249,669,0.03815998816,669,0.0703526103526,669,0.161801161801
670,0.294019314019,670,0.0367388167388,670,0.0376878676879,670,0.0695304695305,670,0.159212639213
671,0.290535390535,671,0.0360713360713,671,0.0372564472564,671,0.0686025086025,671,0.156803196803
672,0.287035187035,672,0.0353143153143,672,0.0362063862064,672,0.0679757279757,672,0.155614755615
673,0.282867502868,673,0.0345003145003,673,0.0357017057017,673,0.0674954674955,673,0.15476005476
674,0.279965589966,674,0.0346142746143,674,0.035954045954,674,0.0669663669664,674,0.153335553336
675,0.275858955859,675,0.0341421541422,675,0.035547045547,675,0.0664047064047,675,0.151341251341
676,0.271674991675,676,0.0337677137677,676,0.0358400858401,676,0.0669093869094,676,0.152147112147
677,0.265846745847,677,0.0336293336293,677,0.0355226255226,677,0.0669175269175,677,0.151398231398
678,0.26093018093,678,0.033083953084,678,0.0350667850668,678,0.0670966070966,678,0.149827209827
679,0.254727494727,679,0.0327176527177,679,0.0350016650017,679,0.0663151663152,679,0.148630628631
680,0.251121471121,680,0.0323839123839,680,0.0343504643505,680,0.0662419062419,680,0.148378288378
681,0.247271247271,681,0.0321152921153,681,0.0346923446923,681,0.0657697857698,681,0.147230547231
682,0.242086062086,682,0.0312687312687,682,0.0345702445702,682,0.0658593258593,682,0.145342065342
683,0.23756021756,683,0.030991970992,683,0.0346028046028,683,0.0656395456395,683,0.144031524032
684,0.231992451992,684,0.030414030414,684,0.0341347541348,684,0.0643045843046,684,0.141125541126
685,0.233164613165,685,0.0300558700559,685,0.0345621045621,685,0.0648662448662,685,0.141825581826
686,0.219497539498,686,0.0277522477522,686,0.0341225441225,686,0.0615695415695,686,0.132000592001
687,0.182183742184,687,0.0220623820624,687,0.0286931586932,687,0.0522003922004,687,0.109395789396
688,0.184674584675,688,0.0225263625264,688,0.0304514004514,688,0.0541621341621,688,0.113148333148
689,0.189835349835,689,0.023201983202,689,0.0319573019573,689,0.0563355163355,689,0.116038036038
690,0.194947274947,690,0.023608983609,690,0.0343341843342,690,0.0586391386391,690,0.119570799571
691,0.198284678285,691,0.0240811040811,691,0.0368168868169,691,0.0613090613091,691,0.122167462167
692,0.202468642469,692,0.0251474451474,692,0.0394054094054,692,0.0641499241499,692,0.125203685204
693,0.202867502868,693,0.024716024716,693,0.0414322714323,693,0.064736004736,693,0.125081585082
694,0.199920819921,694,0.024366004366,694,0.0432474932475,694,0.0657290857291,694,0.124886224886
695,0.200466200466,695,0.0248137048137,695,0.0462592962593,695,0.067234987235,695,0.12465016465
696,0.200917970918,696,0.0246142746143,696,0.0485791985792,696,0.0686269286269,696,0.124434454434
697,0.203266363266,697,0.025293965294,697,0.0518352018352,697,0.0712724312724,697,0.126497946498
698,0.199367299367,698,0.0247811447811,698,0.0540737040737,698,0.0716631516632,698,0.124935064935
699,0.197014837015,699,0.0238369038369,699,0.0570610870611,699,0.0723876123876,699,0.122598882599
700,0.194361194361,700,0.0233973433973,700,0.0594705294705,700,0.0730550930551,700,0.121272061272
701,0.191088911089,701,0.0232345432345,701,0.0616683316683,701,0.0732341732342,701,0.120238280238
702,0.188655048655,702,0.0227542827543,702,0.065192955193,702,0.0741865541866,702,0.118878898879
703,0.188272468272,703,0.0229984829985,703,0.0687826987827,703,0.076132016132,703,0.119766159766
704,0.188288748289,704,0.0227868427868,704,0.0724864024864,704,0.0779716579717,704,0.119383579384
705,0.187149147149,705,0.0227868427868,705,0.0766866466866,705,0.079094979095,705,0.119114959115
706,0.184267584268,706,0.0226321826322,706,0.0807403707404,706,0.0813334813335,706,0.118707958708
707,0.184332704333,707,0.0229415029415,707,0.0844603544604,707,0.0820253820254,707,0.11896029896
708,0.181695341695,708,0.0219647019647,708,0.0870814370814,708,0.082000962001,708,0.117804417804
709,0.179489399489,709,0.0219402819403,709,0.090483960484,709,0.0830998630999,709,0.115964775965
710,0.178773078773,710,0.0214844414844,710,0.0941551041551,710,0.0835638435638,710,0.116070596071
711,0.176058386058,711,0.0211954711955,711,0.0963203463203,711,0.0842313242313,711,0.115154845155
712,0.174287934288,712,0.0212809412809,712,0.0992507492507,712,0.0845162245162,712,0.113986753987
713,0.171211011211,713,0.0208576608577,713,0.101855551856,713,0.0853058053058,713,0.112562252562
714,0.167173567174,714,0.0203611203611,714,0.104965034965,714,0.0853383653384,714,0.11152033152
715,0.165016465016,715,0.0201087801088,715,0.108318718319,715,0.0854441854442,715,0.110055130055
716,0.158797498797,716,0.019018019018,716,0.10853035853,716,0.0837266437266,716,0.105407185407
717,0.146913086913,717,0.0168609168609,717,0.1034998335,717,0.0779960779961,717,0.0971125171125
718,0.1358996559,718,0.0154933954934,718,0.10039035039,718,0.0739749139749,718,0.0909098309098
719,0.129460909461,719,0.0148259148259,719,0.100642690643,719,0.0720131720132,719,0.0874666074666
720,0.128760868761,720,0.0145817145817,720,0.10481037481,720,0.0734213934214,720,0.0883701483701
721,0.13742997743,721,0.0164539164539,721,0.117411107411,721,0.0798601398601,721,0.0948495948496
722,0.141540681541,722,0.0170725570726,722,0.124248714249,722,0.0829452029452,722,0.0977067377067
723,0.135793835794,723,0.015705035705,723,0.122311392311,723,0.0802997002997,723,0.0931971731972
724,0.131585451585,724,0.0147282347282,724,0.122091612092,724,0.0781263181263,724,0.0903807303807
725,0.131422651423,725,0.0147933547934,725,0.125396455396,725,0.0787937987938,725,0.0893225293225
726,0.130738890739,726,0.0147363747364,726,0.128009398009,726,0.0789972989973,726,0.089526029526
727,0.13007955008,727,0.0147363747364,727,0.13028046028,727,0.079331039331,727,0.0886224886225
728,0.128874828875,728,0.0147282347282,728,0.132812002812,728,0.0790054390054,728,0.0877515077515
729,0.127653827654,729,0.0139223739224,729,0.134326044326,729,0.078630998631,729,0.0857002257002
730,0.127873607874,730,0.0144026344026,730,0.138127428127,730,0.0796159396159,730,0.0872386872387
731,0.128915528916,731,0.0143944943945,731,0.141741591742,731,0.0800962000962,731,0.0872631072631
732,0.131284271284,732,0.0143456543457,732,0.148200688201,732,0.0826806526807,732,0.0896237096237
733,0.131186591187,733,0.0147526547527,733,0.152063122063,733,0.0840196840197,733,0.0900062900063
734,0.131862211862,734,0.0152898952899,734,0.156588966589,734,0.0845976245976,734,0.0908772708773
735,0.130804010804,735,0.0149317349317,735,0.15745994746,735,0.0851104451104,735,0.0900551300551
736,0.128475968476,736,0.0147363747364,736,0.157118067118,736,0.0840034040034,736,0.0891841491841
737,0.128305028305,737,0.0147282347282,737,0.159665889666,737,0.0840848040848,737,0.0883213083213
738,0.126327006327,738,0.0143456543457,738,0.159030969031,738,0.0833115033115,738,0.0865142265142
739,0.125936285936,739,0.0143456543457,739,0.159315869316,739,0.0832708032708,739,0.086213046213
740,0.125740925741,740,0.0141014541015,740,0.160447330447,740,0.0826114626115,740,0.085399045399
741,0.122965182965,741,0.0141502941503,741,0.160300810301,741,0.0822126022126,741,0.084812964813
742,0.122224442224,742,0.0140200540201,742,0.160675250675,742,0.0818137418137,742,0.084178044178
743,0.121345321345,743,0.013783993784,743,0.163052133052,743,0.0826847226847,743,0.0843734043734
744,0.120734820735,744,0.0135316535317,744,0.162962592963,744,0.0814148814149,744,0.0838198838199
745,0.119196359196,745,0.0135886335886,745,0.16341029341,745,0.0815858215858,745,0.0827616827617
746,0.118284678285,746,0.0135642135642,746,0.162718392718,746,0.081773041773,746,0.0820616420616
747,0.115842675843,747,0.0133118733119,747,0.16284049284,747,0.081186961187,747,0.0813371813372
748,0.114230954231,748,0.0131083731084,748,0.162148592149,748,0.0801206201206,748,0.0809953009953
749,0.112285492285,749,0.0127339327339,749,0.159828689829,749,0.0792414992415,749,0.0797824397824
750,0.110258630259,750,0.0127339327339,750,0.158485588486,750,0.0789077589078,750,0.07848003848
751,0.108598068598,751,0.0123025123025,751,0.158265808266,751,0.0780530580531,751,0.0775113775114
752,0.107295667296,752,0.0123350723351,752,0.157297147297,752,0.0777925777926,752,0.0771694971695
753,0.106278166278,753,0.0123594923595,753,0.156825026825,753,0.0772146372146,753,0.0758508158508
754,0.104585044585,754,0.0119117919118,754,0.156181966182,754,0.077002997003,754,0.0762171162171
755,0.102777962778,755,0.0119362119362,755,0.153414363414,755,0.0760587560588,755,0.0746053946054
756,0.101329041329,756,0.0118548118548,756,0.152510822511,756,0.0752773152773,756,0.0739216339216
757,0.0991882191882,757,0.0114396714397,757,0.151363081363,757,0.0746586746587,757,0.0730180930181
758,0.096909016909,758,0.0110326710327,758,0.147057017057,758,0.0722573722574,758,0.0710319310319
759,0.0812476412476,759,0.00898138898139,759,0.117443667444,759,0.0576867576868,759,0.0563880563881
760,0.0465630665631,760,0.0048137048137,760,0.0582088282088,760,0.0310282310282,760,0.0288748288748
761,0.03777999778,761,0.00421948421948,761,0.0504595404595,761,0.0273326673327,761,0.0254885854886
762,0.0444629444629,762,0.0048951048951,762,0.066243016243,762,0.0320375920376,762,0.0319029119029
763,0.0445931845932,763,0.00466718466718,763,0.0629137529138,763,0.0318340918341,763,0.0306574906575
764,0.0479957079957,764,0.00522884522885,764,0.0713549413549,764,0.0360587560588,764,0.0347030747031
765,0.0563392163392,765,0.00642542642543,765,0.0868453768454,765,0.0430754430754,765,0.0420860620861
766,0.0660828060828,766,0.00740222740223,766,0.101806711807,766,0.0510933510934,766,0.0490946090946
767,0.0746135346135,767,0.00841158841159,767,0.117232027232,767,0.057930957931,767,0.0558670958671
768,0.0820942020942,768,0.00911976911977,768,0.126308136308,768,0.062757982758,768,0.0603685203685
769,0.0847397047397,769,0.00941280941281,769,0.129499019499,769,0.0650046250046,769,0.0623872423872
770,0.0859444259444,770,0.00946164946165,770,0.131713101713,770,0.0656558256558,770,0.0630628630629
771,0.0863188663189,771,0.00954304954305,771,0.131517741518,771,0.0657453657454,771,0.0624116624117
772,0.08556998557,772,0.00972212972213,772,0.130467680468,772,0.0657535057535,772,0.0620535020535
773,0.085806045806,773,0.00975468975469,773,0.130443260443,773,0.0653220853221,773,0.0618988418988
774,0.0849594849595,774,0.00929884929885,774,0.128929218929,774,0.0649639249639,774,0.0613697413697
775,0.0834535834536,775,0.00944536944537,775,0.127407037407,775,0.0643127243127,775,0.0605883005883
776,0.0827128427128,776,0.00946978946979,776,0.127553557554,776,0.0644755244755,776,0.0604662004662
777,0.0819151219151,777,0.00916860916861,777,0.12651977652,777,0.0635638435638,777,0.0593835793836
778,0.0799777999778,778,0.00891626891627,778,0.123923113923,778,0.0629859029859,778,0.0590661190661
779,0.0785777185777,779,0.00911976911977,779,0.12236023236,779,0.0621556221556,779,0.0579509379509
780,0.076558996559,780,0.00857438857439,780,0.121188071188,780,0.0613334813335,780,0.057486957487
781,0.0753786953787,781,0.00871276871277,781,0.120138010138,781,0.0612276612277,781,0.056502016502
782,0.0738158138158,782,0.00841972841973,782,0.119625189625,782,0.060959040959,782,0.0562252562253
783,0.0722285122285,783,0.00857438857439,783,0.118257668258,783,0.0601369001369,783,0.0555252155252
784,0.0704946904947,784,0.00812668812669,784,0.115815665816,784,0.059331039331,784,0.0553217153217
785,0.0697539497539,785,0.00811040811041,785,0.115164465164,785,0.0590542790543,785,0.0542146742147
786,0.0677026677027,786,0.00802086802087,786,0.113756243756,786,0.0583623783624,786,0.0537425537426
787,0.0663941613942,787,0.00773393273393,787,0.111466866467,787,0.0574608724609,787,0.0531829281829
788,0.0637303437303,788,0.00782550782551,788,0.109751359751,788,0.0567669367669,788,0.0514959114959
789,0.0629000629001,789,0.00759758759759,789,0.107854737855,789,0.055725015725,789,0.0507144707145
790,0.0607511007511,790,0.00749176749177,790,0.106161616162,790,0.0549517149517,790,0.0503156103156
791,0.0595300995301,791,0.00757316757317,791,0.104151034151,791,0.0546342546343,791,0.0493550893551
792,0.0582683982684,792,0.00720686720687,792,0.1027997928,792,0.0533806933807,792,0.0487038887039
793,0.0568276168276,793,0.00694638694639,793,0.10096015096,793,0.0527457727458,793,0.0478491878492
794,0.0560217560218,794,0.00711732711733,794,0.0999589299589,794,0.0525504125504,794,0.0470677470677
795,0.0555821955822,795,0.00688940688941,795,0.10004033004,795,0.0520131720132,795,0.0468561068561
796,0.0552647352647,796,0.00686498686499,796,0.0992181892182,796,0.0520375920376,796,0.0470514670515
797,0.0557938357938,797,0.00684870684871,797,0.0992588892589,797,0.0523631923632,797,0.0467665667666
798,0.0558752358752,798,0.00697080697081,798,0.099030969031,798,0.0521596921597,798,0.0465305065305
799,0.0554356754357,799,0.00700336700337,799,0.0980297480297,799,0.0518992118992,799,0.0462781662782
800,0.0548333148333,800,0.00659636659637,800,0.0970122470122,800,0.0513375513376,800,0.0452606652607
801,0.0540274540275,801,0.00685684685685,801,0.096475006475,801,0.0514677914678,801,0.0452769452769
802,0.0539379139379,802,0.00696266696267,802,0.0968982868983,802,0.0513701113701,802,0.0455537055537
803,0.053823953824,803,0.00671032671033,803,0.0965971065971,803,0.0522003922004,803,0.0451792651793
804,0.0531483331483,804,0.00675102675103,804,0.0959052059052,804,0.0510770710771,804,0.0448618048618
805,0.0528471528472,805,0.00690568690569,805,0.0962226662227,805,0.0517771117771,805,0.0453339253339
806,0.0533762533763,806,0.00666148666149,806,0.0967354867355,806,0.0514677914678,806,0.0453095053095
807,0.0531462981463,807,0.00697080697081,807,0.0970346320346,807,0.0516366966367,807,0.04499000999
808,0.0526110926111,808,0.00646612646613,808,0.0950098050098,808,0.0509712509713,808,0.0442757242757
809,0.0519843119843,809,0.00655566655567,809,0.0928608428608,809,0.0498723498723,809,0.0432582232582
810,0.0519761719762,810,0.00646612646613,810,0.0918596218596,810,0.0497258297258,810,0.0428756428756
811,0.0507307507308,811,0.00605098605099,811,0.0907932807933,811,0.0484804084804,811,0.0418581418581
812,0.0495016095016,812,0.00603470603471,812,0.0890187590188,812,0.0480327080327,812,0.0408569208569
813,0.0476375476375,813,0.00588818588819,813,0.0849243349243,813,0.0462174862175,813,0.0397417397417
814,0.046213046213,814,0.00583120583121,814,0.0819695119695,814,0.0453139453139,814,0.0377148777149
815,0.0448862248862,815,0.00566840566841,815,0.0785425685426,815,0.042587042587,815,0.0360217560218
816,0.0435268435268,816,0.00541606541607,816,0.0750505050505,816,0.0407555407555,816,0.0349635549636
817,0.0427616827617,817,0.00565212565213,817,0.0744807044807,817,0.0404706404706,817,0.0351019351019
818,0.0417034817035,818,0.00483812483812,818,0.0737074037074,818,0.0399252599253,818,0.0340681540682
819,0.0415081215081,819,0.00520442520443,819,0.0727061827062,819,0.0397217597218,819,0.0340437340437
820,0.0423465423465,820,0.00555444555445,820,0.0750505050505,820,0.0411055611056,820,0.035044955045
821,0.0427535427535,821,0.00522884522885,821,0.076995966996,821,0.0417079217079,821,0.0355984755985
822,0.0404010804011,822,0.00531024531025,822,0.0710863210863,822,0.0385414585415,822,0.0326436526437
823,0.0386021386021,823,0.00507418507419,823,0.0665523365523,823,0.0367018167018,823,0.0307877307877
824,0.0401975801976,824,0.00491138491138,824,0.0714282014282,824,0.0391112591113,824,0.032782032782
825,0.0407755207755,825,0.00529396529397,825,0.0739434639435,825,0.0402834202834,825,0.03370999371
826,0.0408894808895,826,0.00535908535909,826,0.0732027232027,826,0.0403485403485,826,0.0339053539054
827,0.0399370999371,827,0.00529396529397,827,0.0722096422096,827,0.0394775594776,827,0.0330832130832
828,0.0387730787731,828,0.00516372516373,828,0.0690431790432,828,0.0381425981426,828,0.0320575720576
829,0.0378532578533,829,0.00499278499278,829,0.0680826580827,829,0.037523957524,829,0.0314714914715
830,0.037666037666,830,0.00496022496022,830,0.0676023976024,830,0.0378495578496,830,0.0314877714878
831,0.0370046620047,831,0.00493783993784,831,0.067345987346,831,0.0369175269175,831,0.0311194361194
832,0.0361275761276,832,0.00492766492766,832,0.0660883560884,832,0.0367180967181,832,0.0302749102749
833,0.0352891552892,833,0.00492766492766,833,0.0654452954453,833,0.0361157361157,833,0.0299004699005
834,0.0354600954601,834,0.0048544048544,834,0.0655592555593,834,0.0364413364413,834,0.0296725496725
835,0.0355170755171,835,0.00499278499278,835,0.0661697561698,835,0.0365634365634,835,0.0302667702668
836,0.0352158952159,836,0.00509046509047,836,0.0667151367151,836,0.0368808968809,836,0.0306737706738
837,0.0356391756392,837,0.00499278499278,837,0.0664709364709,837,0.0367262367262,837,0.0302830502831
838,0.0353786953787,838,0.00487882487882,838,0.0654371554372,838,0.0367343767344,838,0.0300062900063
839,0.034987974988,839,0.00508232508233,839,0.065078995079,839,0.0364331964332,839,0.0298353498353
840,0.0346298146298,840,0.00480556480556,840,0.0649406149406,840,0.0360668960669,840,0.0294609094609
841,0.0346237096237,841,0.00486457986458,841,0.0641713841714,841,0.0359346209346,841,0.028769008769
842,0.0335390535391,842,0.00478928478928,842,0.0630195730196,842,0.0352528952529,842,0.0283213083213
843,0.033246013246,843,0.00483812483812,843,0.062173012173,843,0.0347319347319,843,0.0281747881748
844,0.0328227328227,844,0.00462648462648,844,0.0605043105043,844,0.0341621341621,844,0.0274828874829
845,0.0321471121471,845,0.00464276464276,845,0.0605612905613,845,0.0343167943168,845,0.0278898878899
846,0.031324971325,846,0.00459392459392,846,0.0595193695194,846,0.0337551337551,846,0.0270921670922
847,0.0298353498353,847,0.00464276464276,847,0.0584855884856,847,0.0333562733563,847,0.0264735264735
848,0.0298190698191,848,0.00470788470788,848,0.0586972286972,848,0.033046953047,848,0.027027047027
849,0.0289521589522,849,0.00449217449217,849,0.0569491619492,849,0.0319114219114,849,0.0255883005883
850,0.0272386872387,850,0.00445554445554,850,0.0547493247493,850,0.031011951012,850,0.0248373848374
851,0.0275561475561,851,0.00421948421948,851,0.0560842860843,851,0.0316061716062,851,0.0254804454804
852,0.0274991674992,852,0.00445554445554,852,0.0558645058645,852,0.0318829318829,852,0.0256839456839
853,0.0266688866689,853,0.00450438450438,853,0.0534632034632,853,0.0305072705073,853,0.0244303844304
854,0.0244141044141,854,0.00396714396714,854,0.0474721574722,854,0.0274222074222,854,0.0216953416953
855,0.0237222037222,855,0.00430902430902,855,0.0493117993118,855,0.0283745883746,855,0.0221186221186
856,0.0247274947275,856,0.00433344433344,856,0.0517538017538,856,0.0290237540238,856,0.0230547230547
857,0.0249839049839,857,0.004366004366,857,0.0524945424945,857,0.0296688496688,857,0.0236326636327
858,0.0244955044955,858,0.00426832426832,858,0.0521363821364,858,0.0296688496688,858,0.0234617234617
859,0.0242431642432,859,0.00451252451252,859,0.0518921818922,859,0.0299537499537,859,0.0233803233803
860,0.0242757242757,860,0.00429829429829,860,0.0510781810782,860,0.0290746290746,860,0.0228512228512
861,0.023364043364,861,0.0044067044067,861,0.0503944203944,861,0.0289688089688,861,0.0226802826803
862,0.0234535834536,862,0.00445554445554,862,0.0503537203537,862,0.028862988863,862,0.022720982721
863,0.0230180930181,863,0.00448606948607,863,0.0501481851482,863,0.0285475635476,863,0.0219741369741
864,0.0229000629001,864,0.00419506419506,864,0.0488396788397,864,0.0284234284234,864,0.0220209420209
865,0.0218825618826,865,0.00430088430088,865,0.047057017057,865,0.0271535871536,865,0.0207755207755
866,0.0207511007511,866,0.00399156399156,866,0.0423195323195,866,0.0248336848337,866,0.0192777592778
867,0.020335960336,867,0.00398342398342,867,0.0440533540534,867,0.0255011655012,867,0.0198475598476
868,0.0210034410034,868,0.00417064417064,868,0.0452255152255,868,0.0256558256558,868,0.0201813001813
869,0.0208894808895,869,0.00421134421134,869,0.0456813556814,869,0.0263314463314,869,0.0206127206127
870,0.0209301809302,870,0.00411366411366,870,0.0452397602398,870,0.0259773559774,870,0.0202769452769
871,0.0208243608244,871,0.0039997039997,871,0.044151034151,871,0.0262663262663,871,0.0200592000592
872,0.0209708809709,872,0.00411366411366,872,0.0445091945092,872,0.0255011655012,872,0.0201324601325
873,0.0207755207755,873,0.00403226403226,873,0.0444277944278,873,0.0257290857291,873,0.0194975394975
874,0.0204743404743,874,0.0039183039183,874,0.0434754134754,874,0.0252651052651,874,0.0193835793836
875,0.0204499204499,875,0.0043253043253,875,0.042693972694,875,0.0249964849965,875,0.0193998593999
876,0.0203257853258,876,0.00401598401598,876,0.0421445221445,876,0.0248723498723,876,0.0189521589522
877,0.0194893994894,877,0.00393458393458,877,0.0418636918637,877,0.0243127243127,877,0.0184393384393
878,0.0195545195545,878,0.00408924408924,878,0.0418962518963,878,0.0241824841825,878,0.01848003848
879,0.0191963591964,879,0.00397528397528,879,0.0421078921079,879,0.0245569245569,879,0.0187486587487
880,0.0197498797499,880,0.00409738409738,880,0.0422706922707,880,0.024329004329,880,0.0187649387649
881,0.0197824397824,881,0.00408924408924,881,0.0422544122544,881,0.0246159396159,881,0.0187323787324
882,0.0192696192696,882,0.003959003959,882,0.0418148518149,882,0.0246464646465,882,0.0185858585859
883,0.0199777999778,883,0.00429274429274,883,0.0420590520591,883,0.0244022644023,883,0.0188137788138
884,0.0202382802383,884,0.00408924408924,884,0.0410415510416,884,0.0240115440115,884,0.0186428386428
885,0.0199615199615,885,0.00399156399156,885,0.0412124912125,885,0.024329004329,885,0.0182358382358
886,0.0191800791801,886,0.00405668405668,886,0.0405938505939,886,0.0235638435638,886,0.0183742183742
887,0.0191047841048,887,0.00399156399156,887,0.0396964146964,887,0.0239993339993,887,0.0179387279387
888,0.0193591593592,888,0.00391016391016,888,0.039844969845,888,0.023458023458,888,0.0174462574463
889,0.0195707995708,889,0.0039997039997,889,0.0392507492507,889,0.0233115033115,889,0.0179183779184
890,0.0188544788545,890,0.00406482406482,890,0.0390228290228,890,0.0226928626929,890,0.0173811373811
891,0.0188463388463,891,0.00406482406482,891,0.0385588485588,891,0.0224730824731,891,0.0176009176009
892,0.0180241980242,892,0.00399766899767,892,0.0372177822178,892,0.0223876123876,892,0.0168031968032
893,0.0181625781626,893,0.00405668405668,893,0.0369308469308,893,0.0223265623266,893,0.0163554963555
894,0.0182032782033,894,0.00414622414622,894,0.0363773263773,894,0.021773041773,894,0.0162578162578
895,0.0165264365264,895,0.00364968364968,895,0.0346516446516,895,0.020552040552,895,0.0154600954601
896,0.0150856550857,896,0.0037148037148,896,0.032698042698,896,0.0197054797055,896,0.0146949346949
897,0.0138911088911,897,0.00350926850927,897,0.0306304806305,897,0.0187734487734,897,0.0137812187812
898,0.0129611129611,898,0.00354386354386,898,0.0292222592223,898,0.0177355977356,898,0.0131239131239
899,0.0122529322529,899,0.00328338328338,899,0.0277326377326,899,0.0168076368076,899,0.0123668923669
900,0.0123994523995,900,0.003552003552,900,0.027520997521,900,0.0165797165797,900,0.0125215525216
901,0.0122366522367,901,0.00345432345432,901,0.0273012173012,901,0.0169622969623,901,0.0124564324564
902,0.0118825618826,902,0.00365578865579,902,0.0276146076146,902,0.0164901764902,902,0.0122671772672
903,0.0127576127576,903,0.00354386354386,903,0.0294257594258,903,0.017466977467,903,0.0131727531728
904,0.0129285529286,904,0.00380434380434,904,0.0299955599956,904,0.0181181781182,904,0.0136774336774
905,0.0132053132053,905,0.00346246346246,905,0.0304676804677,905,0.0183867983868,905,0.0134739334739
906,0.0129326229326,906,0.00371073371073,906,0.0287012987013,906,0.0175158175158,906,0.0129997779998
907,0.0120168720169,907,0.00332408332408,907,0.0266011766012,907,0.0164494764495,907,0.0122285122285
908,0.0116424316424,908,0.00362526362526,908,0.0252906352906,908,0.015838975839,908,0.011731971732
909,0.0110644910645,909,0.00342176342176,909,0.024671994672,909,0.015318015318,909,0.0114389314389
910,0.0111133311133,910,0.00362526362526,910,0.024151034151,910,0.015081955082,910,0.0113331113331
911,0.0109240759241,911,0.00352147852148,911,0.0249222999223,911,0.0150005550006,911,0.011265956266
912,0.010804010804,912,0.00346246346246,912,0.0240859140859,912,0.0152040552041,912,0.0114714914715
913,0.010397010397,913,0.0034706034706,913,0.0226858326858,913,0.0142923742924,913,0.0107714507715
914,0.0102179302179,914,0.00316128316128,914,0.0234672734673,914,0.0147075147075,914,0.0107388907389
915,0.00992895992896,915,0.0034237984238,915,0.0222971472971,915,0.0141641691642,915,0.010337995338
916,0.00981906981907,916,0.0035113035113,916,0.0227835127835,916,0.0142191142191,916,0.0106656306656
917,0.00968068968069,917,0.00336478336478,917,0.0222055722056,917,0.0137062937063,917,0.0101121101121
918,0.00963998963999,918,0.0036334036334,918,0.0218067118067,918,0.0137307137307,918,0.0101446701447
919,0.00979464979465,919,0.00336274836275,919,0.0226023976024,919,0.0142069042069,919,0.0103624153624
920,0.00991674991675,920,0.00352758352758,920,0.0232963332963,920,0.0144795944796,920,0.0106086506087
921,0.00986790986791,921,0.0036741036741,921,0.0227183927184,921,0.0140318940319,921,0.0103725903726
922,0.00922484922485,922,0.00348688348688,922,0.0223195323195,922,0.0138365338365,922,0.0106086506087
923,0.009000999001,923,0.00341769341769,923,0.0214546564547,923,0.0136940836941,923,0.00974580974581
924,0.00868760868761,924,0.0035927035927,924,0.0212287712288,924,0.013453953454,924,0.00990860990861
925,0.00841084841085,925,0.00361712361712,925,0.0207240907241,925,0.0134458134458,925,0.00993302993303
926,0.00820734820735,926,0.00376364376364,926,0.0208624708625,926,0.0131690531691,926,0.00969696969697
927,0.00815850815851,927,0.00357031857032,927,0.020081030081,927,0.0130164280164,927,0.0099777999778
928,0.00779220779221,928,0.00374736374736,928,0.0182413882414,928,0.0120701520702,928,0.00880970880971
929,0.00732822732823,929,0.0031857031857,929,0.0172076072076,929,0.0111747511748,929,0.00827246827247
930,0.00689680689681,930,0.00337292337292,930,0.0156203056203,930,0.0103119103119,930,0.00762126762127
931,0.00620490620491,931,0.00312298812299,931,0.0137623487623,931,0.00893828393828,931,0.00683982683983
932,0.00525252525253,932,0.00324268324268,932,0.0109398009398,932,0.00763384763385,932,0.00577348577349
933,0.00504902504903,933,0.00329966329966,933,0.00989787989788,933,0.00710474710475,933,0.00526066526067
934,0.00462370962371,934,0.00314296814297,934,0.00875013875014,934,0.00612998112998,934,0.00489232989233
935,0.00430828430828,935,0.00334036334036,935,0.0091082991083,935,0.00621748621749,935,0.00448736448736
936,0.0041292041292,936,0.00331594331594,936,0.00875827875828,936,0.00616864616865,936,0.0046583046583
937,0.00423502423502,937,0.00334036334036,937,0.0085384985385,937,0.00586746586747,937,0.0046583046583
