"Sol: Wavelength (nm)","Sol: Intensity (rel)","Blå himmel: Wavelength (nm)","Blå himmel: Intensity (rel)","Grøn plante: Wavelength (nm)","Grøn plante: Intensity (rel)","Grøn plante 2: Wavelength (nm)","Grøn plante 2: Intensity (rel)","Klippe: Wavelength (nm)","Klippe: Intensity (rel)"
491,0.588630628631,491,0.182501942502,491,0.0530806230806,491,0.0644836644837,491,0.136933436933
492,0.590551670552,492,0.181390831391,492,0.0534021534022,492,0.064792984793,492,0.137328227328
493,0.621231361231,493,0.187565027565,493,0.055547045547,493,0.0676582676583,493,0.143852443852
494,0.652822732823,494,0.194142154142,494,0.0574843674844,494,0.0710282310282,494,0.151365671366
495,0.68082029082,495,0.199461649462,495,0.0597513597514,495,0.0737917637918,495,0.157975357975
496,0.686107226107,496,0.200589040589,496,0.0613508713509,496,0.0746016946017,496,0.159432419432
497,0.702061642062,497,0.203763643764,497,0.0623358123358,497,0.0765552965553,497,0.164511784512
498,0.683876863877,498,0.197031857032,498,0.0615136715137,498,0.0753261553262,498,0.160661560662
499,0.700905760906,499,0.202746142746,499,0.0640492840493,499,0.0776257076257,499,0.167486957487
500,0.696420616421,500,0.19822029822,500,0.0632393532394,500,0.0767506567507,500,0.166530506531
501,0.676689236689,501,0.192204832205,501,0.0618881118881,501,0.0756273356273,501,0.163697783698
502,0.693872793873,502,0.19625041625,502,0.0636626336626,502,0.0782891182891,502,0.169998149998
503,0.714116994117,503,0.20005994006,503,0.0668453768454,503,0.0810933510934,503,0.175545565546
504,0.701044141044,504,0.194541014541,504,0.0652824952825,504,0.0797298997299,504,0.173066933067
505,0.72753986754,505,0.201777481777,505,0.0690838790839,505,0.0837673437673,505,0.181524401524
506,0.743233803234,506,0.203364783365,506,0.0716072816073,506,0.0857290857291,506,0.186986346986
507,0.731894771895,507,0.200316350316,507,0.0708258408258,507,0.0854523254523,507,0.18473970474
508,0.722664002664,508,0.197862137862,508,0.0715014615015,508,0.0855825655826,508,0.185390905391
509,0.743274503275,509,0.203747363747,509,0.074496984497,509,0.0886676286676,509,0.19357975358
510,0.729819069819,510,0.199034299034,510,0.0737806637807,510,0.0882484182484,510,0.190661560662
511,0.738952158952,511,0.201948421948,511,0.0762063862064,511,0.0905642505643,511,0.196322936323
512,0.743933843934,512,0.201541421541,512,0.0774518074518,512,0.091418951419,512,0.198064898065
513,0.723160543161,513,0.195468975469,513,0.0764261664262,513,0.0903037703038,513,0.194678654679
514,0.706241536242,514,0.189351759352,514,0.0763325563326,514,0.0892007992008,514,0.191687201687
515,0.724755984756,515,0.194524734525,515,0.0799589299589,515,0.0923306323306,515,0.198878898879
516,0.699733599734,516,0.185236985237,516,0.0774111074111,516,0.0898072298072,516,0.191642431642
517,0.649094609095,517,0.172025752026,517,0.0737643837644,517,0.0847441447441,517,0.180498760499
518,0.666229326229,518,0.176116106116,518,0.0779931179931,518,0.0880652680653,518,0.186229326229
519,0.696428756429,519,0.184675324675,519,0.083450993451,519,0.0940074740075,519,0.197576497576
520,0.723421023421,520,0.190072150072,520,0.0887908387908,520,0.0988019388019,520,0.208182928183
521,0.7372997373,521,0.192107152107,521,0.0918759018759,521,0.102123062123,521,0.213351833352
522,0.743433233433,522,0.191036741037,522,0.0944277944278,522,0.103278943279,522,0.215850815851
523,0.740278980279,523,0.189990749991,523,0.0952947052947,523,0.103702223702,523,0.21384023384
524,0.771381951382,524,0.195208495208,524,0.100935730936,524,0.108716468716,524,0.224585044585
525,0.774784474784,525,0.192961852962,525,0.103076553077,525,0.109921189921,525,0.225496725497
526,0.737914307914,526,0.182172272172,526,0.100313020313,526,0.10428016428,526,0.213628593629
527,0.718056758057,527,0.17515965516,527,0.0972238872239,527,0.102407962408,527,0.20858992859
528,0.766888666889,528,0.1874999075,528,0.106772116772,528,0.111386391386,528,0.228223628224
529,0.781036001036,529,0.190064010064,529,0.11233988234,529,0.115057535058,529,0.233937913938
530,0.781190661191,530,0.189803529804,530,0.113341103341,530,0.116726236726,530,0.236534576535
